Potion Number,Ranking,Artist,Artist Rarity,Element,Element Rarity,Finish,Finish Rarity,Color,Color Rarity,Shape,Shape Rarity,Taste,Taste Rarity,Matter,Matter Rarity,Potency,Potency Rarity,Temperature,Temperature Rarity,Superpower,Superpower Rarity,tokenid,ipfsnew
517,84,,,Precious Metals,1.00%,Argenti,0.33%,Silver,0.33%,Drillbit,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Fairness,3.00%,164756758,https://ipfs.some.place/ipfs/Qmc1hPCxQVD5CPZhB4zWwLemXLCsCBYGR3exQChoq8dumi
2859,85,,,Binary Code,0.33%,Glossy,0.33%,Green,1.00%,Wormhole,10.00%,Sweet,30.00%,Plasma,8.00%,Moderate,50.00%,Ambient,41.00%,Patience,5.00%,164769044,https://ipfs.some.place/ipfs/QmTiApRSJC3fP82N1XRrYJWdZCotivMoKarwzjoxEJDTtj
2225,86,,,Precious Metals,1.00%,Aereus,0.33%,Bronze,0.33%,Blimp,10.00%,Sour,21.00%,Condensate,10.00%,Moderate,50.00%,Steamy,30.00%,Artistry,5.00%,164765815,https://ipfs.some.place/ipfs/QmPQ6mj4ZtPCYYYaP18ENVKTNQyuCvEmC6B7rumGVezUe8
2864,87,,,Precious Metals,1.00%,Aereus,0.33%,Bronze,0.33%,Beacon,10.00%,Sweet,30.00%,Condensate,10.00%,Moderate,50.00%,Toasty,22.00%,Artistry,5.00%,164769050,https://ipfs.some.place/ipfs/Qmb4HA118MU2kEQ2Nqey9PMUzoLB2TjFv1XxDHpNk8aGvd
903,88,,,Precious Metals,1.00%,Argenti,0.33%,Silver,0.33%,Hourglass,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Gratitude,4.00%,164761234,https://ipfs.some.place/ipfs/QmPutiimcWNMStRGwFES46THV8GzswuppYL18XqbFBwWiQ
5,89,,,Binary Code,0.33%,Glossy,0.33%,Green,1.00%,Original,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Gratitude,4.00%,164750440,https://ipfs.some.place/ipfs/Qmf96wVehLzV7Kp6pXAjEizVvT8R5auicjyP6ULXMyGXwJ
1775,90,,,Terrain,4.00%,Fine Road,0.33%,Light Gray,0.33%,Beacon,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Forgiveness,1.00%,164764177,https://ipfs.some.place/ipfs/QmWw8YENpf3fNBMjqL7MKEzhatY8Zic2Nk9uXR6jkJUDdx
2731,91,,,Flora,4.67%,Creeping Juniper,0.33%,Cyprus Green,0.33%,Blimp,10.00%,Umami,1.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%,164768025,https://ipfs.some.place/ipfs/QmTb5oknsTwXy6o6A79XArqyKW1DggFL9RGMWeVW2RKy7z
1517,92,,,Flora,4.67%,Pine Foliage,0.33%,Vibrant Green,0.33%,Original,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Humor,1.00%,164763200,https://ipfs.some.place/ipfs/QmTNBKVNCHUhVfnmPnqFjAsgDVBZLdTabLjpU6QaNWCBbM
2650,93,,,Binary Code,0.33%,Glossy,0.33%,Green,1.00%,Classic,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Wisdom,5.00%,164767936,https://ipfs.some.place/ipfs/Qmd4gyAJptP5K7CPmJPViNcPZEdkZKoKZG7yorU2Hpafqa
2022,94,,,Binary Code,0.33%,Glossy,0.33%,Green,1.00%,Blimp,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Artistry,5.00%,164765104,https://ipfs.some.place/ipfs/QmXMxF7NS8v14NPhkGXbYBipy3pXsJ6AcYS3KwN2MQBXxz
2786,95,,,Binary Code,0.33%,Glossy,0.33%,Green,1.00%,Beacon,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Patience,5.00%,164768578,https://ipfs.some.place/ipfs/QmeeoyxR6ZgXh6GsJkLZD6UdpR7dAu1wq1b4YzvejMTUwn
1634,96,,,Precious Metals,1.00%,Argenti,0.33%,Silver,0.33%,Classic,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Artistry,5.00%,164763578,https://ipfs.some.place/ipfs/QmbA52s4WNZ3MDJLYX1Mvztq9HLS5LCPumXZp8yHr9j2ax
2572,97,,,Binary Code,0.33%,Glossy,0.33%,Green,1.00%,Spool,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Patience,5.00%,164767542,https://ipfs.some.place/ipfs/QmbhSY5HeMZfz5eC6BNzV4Tc13BhEdSg59urXYHwb2wXNw
2537,98,,,Concrete,9.00%,Stained,0.33%,Dirt,0.33%,Beacon,10.00%,Bitter,18.00%,Solid,30.00%,Toxic,1.00%,Ambient,41.00%,Elegance,12.00%,164767071,https://ipfs.some.place/ipfs/QmYpR4WuU7MpHJHAifMBAcP53XiVWg8veQRMkJRJh1Lfzz
1362,99,,,Precious Metals,1.00%,Aereus,0.33%,Bronze,0.33%,Drillbit,10.00%,Sweet,30.00%,Plasma,8.00%,Mild,40.00%,Steamy,30.00%,Elegance,12.00%,164762805,https://ipfs.some.place/ipfs/QmaDuNMuhbgtqECijdwo6kULbh9mraJVtzX4n2tyYbJg1r
1478,100,,,Precious Metals,1.00%,Argenti,0.33%,Silver,0.33%,Spool,10.00%,Sour,21.00%,Plasma,8.00%,Moderate,50.00%,Steamy,30.00%,Kindness,15.00%,164763157,https://ipfs.some.place/ipfs/QmdJ8bgSSK1GiNWTZmTWX1Ac7NJ5aFEWr1U9cMSDsBoN8A
1713,101,,,Precious Metals,1.00%,Aereus,0.33%,Bronze,0.33%,Edamame,10.00%,Sour,21.00%,Plasma,8.00%,Moderate,50.00%,Steamy,30.00%,Pride,15.00%,164763872,https://ipfs.some.place/ipfs/QmPWnpFveSq1BD7dNhZ2hPgyMbJ8Q8ECnJV677wnWjfjzo
2522,102,,,Marble,10.33%,Octagon Mosaic,0.33%,Scotch Mist,0.33%,Classic,10.00%,Bitter,18.00%,Liquid,50.00%,Toxic,1.00%,Steamy,30.00%,Pride,15.00%,164767055,https://ipfs.some.place/ipfs/QmQ9zZ5cDjNaGMJRSvJW3bSusiGNwmyRNwCv9hdidbwJAc
1377,103,,,Ceramic,7.67%,Bubbles,0.33%,Rose & Tan,0.33%,Edamame,10.00%,Bitter,18.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Humor,1.00%,164762821,https://ipfs.some.place/ipfs/QmRQcsv8QsqFinD52TtMdyP1yH7sDMw8fTk3oPwmn6Kr92
2498,104,,,Cork,2.67%,Natural,0.33%,Rich Tan,0.33%,Original,10.00%,Salty,30.00%,Gas,2.00%,Severe,9.00%,Steamy,30.00%,Charm,6.00%,164767028,https://ipfs.some.place/ipfs/QmbUUgNSxXzTdHmEJLK2kHvqrWmYhPxhyfmdX1LudJvMhg
1301,105,,,Ice,0.33%,Frozen Lake,0.33%,Blue,1.33%,Blimp,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Courage,3.00%,164762556,https://ipfs.some.place/ipfs/QmTzLVKGSVHhsghts41Aatp1uxebgy8tr7s5GBbUbcVZEm
380,106,,,Binary Code,0.33%,Glossy,0.33%,Green,1.00%,Edamame,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Kindness,15.00%,164755164,https://ipfs.some.place/ipfs/QmXXFSjJfbYqkDF7tGBqc7f2pAMMMCCU27xoKF4KzfxZUd
2598,107,,,Culinary,2.00%,Noodles,0.33%,Buffs,0.33%,Hourglass,10.00%,Sour,21.00%,Condensate,10.00%,Mild,40.00%,Ambient,41.00%,Loyalty,2.00%,164767570,https://ipfs.some.place/ipfs/QmXjS7va88Cvd28iFUnWShPcFxGAwk5kpSAkmVCQ8um1cg
1388,108,,,Precious Metals,1.00%,Aereus,0.33%,Bronze,0.33%,Wormhole,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Pride,15.00%,164762833,https://ipfs.some.place/ipfs/Qmchms5HsJQveN4PRT6FJuCr6JKQvKbVcaF4qfazrymAW6
2555,109,,,Precious Metals,1.00%,Aereus,0.33%,Bronze,0.33%,Hourglass,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Pride,15.00%,164767523,https://ipfs.some.place/ipfs/QmNRfPchQZBYgtpvYN18KQt9RmntXGjGWtWTdUHAerRjjp
212,110,,,Precious Metals,1.00%,Argenti,0.33%,Silver,0.33%,Blimp,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Pride,15.00%,164753431,https://ipfs.some.place/ipfs/QmfBnciF4SCTLecD8PR2E5as6qp2PZg5H88f9Bm7cdCBCK
2524,111,,,Precious Metals,1.00%,Argenti,0.33%,Silver,0.33%,Wormhole,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Pride,15.00%,164767057,https://ipfs.some.place/ipfs/QmRqoGQhDHWH5NBEVuPohVgYE13eUYLWPqDSY7vbhznF8Q
785,112,,,Precious Metals,1.00%,Argenti,0.33%,Silver,0.33%,Original,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Kindness,15.00%,164759899,https://ipfs.some.place/ipfs/Qme5eY6fkoZgXMfB9kw5n9bssyAYzKv1WmCdNFGLqFE6ez
1703,113,,,Precious Metals,1.00%,Aereus,0.33%,Bronze,0.33%,Carrot,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Kindness,15.00%,164763861,https://ipfs.some.place/ipfs/QmT87wYtY9qUmpuZe2WKTjLE4VTPKDgcEW3uZuPhHo2EtC
1129,114,,,Binary Code,0.33%,Glossy,0.33%,Green,1.00%,Drillbit,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%,164762008,https://ipfs.some.place/ipfs/QmeYQ4Nhj3PdLaCwMZeds5o7oYT9WyyJZz15pH1RgZJY2r
2178,115,,,Ceramic,7.67%,Tiny Tiles,0.33%,Ocean,0.33%,Original,10.00%,Sweet,30.00%,Gas,2.00%,Severe,9.00%,Toasty,22.00%,Courage,3.00%,164765763,https://ipfs.some.place/ipfs/QmYnorzN7yxegHkKcRryAXDEV1yq9og6pGa2Hgb5UYNLVX
999,116,,,Ice,0.33%,Frozen Lake,0.33%,Blue,1.33%,Original,10.00%,Sour,21.00%,Condensate,10.00%,Mild,40.00%,Ambient,41.00%,Wisdom,5.00%,164761651,https://ipfs.some.place/ipfs/QmVRrjkFpTcQLnVfX35rqqDTmb5Q7n8aXujDa8AyTQgVew
1899,117,,,Flora,4.67%,Creeping Fig,0.33%,Cyprus,0.33%,Beacon,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Chilled,2.00%,Sympathy,3.00%,164764633,https://ipfs.some.place/ipfs/QmQcoPGd3fmqifhwjdMs6ZVnCPk8V7LbS5rYmH9vkZCCES
2980,118,,,Paper,3.00%,Folded,0.33%,Tennis Ball,0.33%,Classic,10.00%,Bitter,18.00%,Gas,2.00%,Mild,40.00%,Ambient,41.00%,Love,5.00%,164769830,https://ipfs.some.place/ipfs/QmaWX84LuYJWQeugtzBT2ocxrSGA1SyfHQxUiZR49vS8Sa
2993,119,,,Culinary,2.00%,Pumpkin Seeds,0.33%,Vibrant Yellow,0.33%,Carrot,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Compassion,2.00%,164769845,https://ipfs.some.place/ipfs/QmacXCwEmhG8UfMkZ6LamnxPAL3MFGwFA8WkzaBXW8ecBn
2523,120,,,Mystic,0.33%,Forest,0.33%,Molasses,2.00%,Edamame,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Compassion,2.00%,164767056,https://ipfs.some.place/ipfs/QmNu8qrRCdJMqmjGKNQ4M9gREJP8iNUh6jCLvZD8VbcE7s
197,121,,,Mystic,0.33%,Forest,0.33%,Molasses,2.00%,Hourglass,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Humanity,2.00%,164753260,https://ipfs.some.place/ipfs/QmP5xvqPbf6Her4JdPt4SWhAi99phohr3bMxE5AoPtF254
46,122,,,Clay,2.00%,Pavers,0.33%,Mauve,0.67%,Drillbit,10.00%,Umami,1.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Humor,1.00%,164751706,https://ipfs.some.place/ipfs/QmNt68rUjSuLp2MAhv8748hsEz4W4Cm5YvJJL3mhRprxkD
2907,123,,,Ice,0.33%,Frozen Lake,0.33%,Blue,1.33%,Beacon,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Love,5.00%,164769097,https://ipfs.some.place/ipfs/QmWEXJhxx8Uj2cSUyBto2rAQxFpGdsMHHGhsgN193wDGPr
1040,124,,,Veneer,0.33%,Poplar,0.33%,Orange,3.67%,Blimp,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Chilled,2.00%,Love,5.00%,164761697,https://ipfs.some.place/ipfs/QmR6b9E7ruz6CAdjQbXMJGwSvqzZbdGxcPNBKxMP4VDJjR
878,125,,,Ice,0.33%,Frozen Lake,0.33%,Blue,1.33%,Drillbit,10.00%,Bitter,18.00%,Plasma,8.00%,Moderate,50.00%,Steamy,30.00%,Pride,15.00%,164761206,https://ipfs.some.place/ipfs/QmTKYk9ZFiEDrqbEzAxYqAqNtWUmh4pFShjtsdzrHDRf7F
1579,126,,,Ice,0.33%,Frozen Lake,0.33%,Blue,1.33%,Classic,10.00%,Sweet,30.00%,Plasma,8.00%,Moderate,50.00%,Ambient,41.00%,Elegance,12.00%,164763517,https://ipfs.some.place/ipfs/QmTNPP5kvCpuCBLrV5aZL7gvDyAWnmuQGkMyCSvZGwLuK2
2027,127,,,Mystic,0.33%,Forest,0.33%,Molasses,2.00%,Blimp,10.00%,Sweet,30.00%,Plasma,8.00%,Moderate,50.00%,Ambient,41.00%,Honesty,3.00%,164765109,https://ipfs.some.place/ipfs/QmUUL8CwW3XwjKF5WAnciNN1FcvMqNYmaWXRgjSmCZjtm2
2251,128,,,Leather,2.00%,Full Grain,0.33%,Maroons,0.33%,Hourglass,10.00%,Sweet,30.00%,Liquid,50.00%,Severe,9.00%,Ambient,41.00%,Honesty,3.00%,164766075,https://ipfs.some.place/ipfs/QmfKLcJDovpKqWg3EomdY3r5YBJERZ8B1wDsjtptNHuXGj
1363,129,,,Concrete,9.00%,Metal Edge,0.33%,Natural,0.33%,Beacon,10.00%,Bitter,18.00%,Solid,30.00%,Severe,9.00%,Chilled,2.00%,Love,5.00%,164762806,https://ipfs.some.place/ipfs/QmUZ1t76VDvnCZ1LyDL2Pb9LkhqEH7zTQcMQPuH6uiVEr8
379,130,,,Tatami,0.33%,Woven,0.33%,Tan,4.67%,Original,10.00%,Sour,21.00%,Gas,2.00%,Moderate,50.00%,Ambient,41.00%,Courtesy,5.00%,164755073,https://ipfs.some.place/ipfs/Qmc867QUXJdkapcnn8a7nct5n2biHWGdiA1kcvYtpNDP9w
2596,131,,,Flora,4.67%,Pine Foliage,0.33%,Vibrant Green,0.33%,Wormhole,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Boling,5.00%,Loyalty,2.00%,164767568,https://ipfs.some.place/ipfs/QmPenSspbyjznQ1NVCzCagwqv7Yh7GpYajuTub7droJFXC
1506,132,,,Stone,2.00%,Stacked,0.33%,Beiges,0.33%,Classic,10.00%,Salty,30.00%,Condensate,10.00%,Severe,9.00%,Ambient,41.00%,Love,5.00%,164763188,https://ipfs.some.place/ipfs/QmPMcQYchfzeKHzTyeaPkH78NuY13LPBK2HSdQpUMFiKhy
1683,133,,,Culinary,2.00%,Pumpkin Seeds,0.33%,Vibrant Yellow,0.33%,Beacon,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Courage,3.00%,164763839,https://ipfs.some.place/ipfs/Qma1m81VNLrCdZE5coXcx97VQW78htcKMJqBV3xW518KpF
220,134,,,Terrain,4.00%,Old Road,0.33%,Warm White,0.33%,Drillbit,10.00%,Bitter,18.00%,Gas,2.00%,Moderate,50.00%,Toasty,22.00%,Elegance,12.00%,164753535,https://ipfs.some.place/ipfs/Qmb58PuTusHhVtrJYgpVyN1a1jaX9aU21vh3nsWoNwPepx
1800,135,,,Leather,2.00%,Full Grain,0.33%,Maroons,0.33%,Blimp,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Honesty,3.00%,164764205,https://ipfs.some.place/ipfs/Qmb2Ch9yEN6p7Skqv3QmdHytgqpzuSf7cPkb4ew2NYa5pC
2019,136,,,Ice,0.33%,Frozen Lake,0.33%,Blue,1.33%,Wormhole,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Pride,15.00%,164765100,https://ipfs.some.place/ipfs/QmWUFNbfTBZayejGhJWnkAGtoWKTz8Pfmh8UoL4VR1hiEw
2854,137,,,Ice,0.33%,Frozen Lake,0.33%,Blue,1.33%,Carrot,10.00%,Bitter,18.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Kindness,15.00%,164769039,https://ipfs.some.place/ipfs/QmVQZq1ZRWq8nMZDX9Ww3Eb8YfYpiqrAGoYsz3u7QLeZcW
2119,138,,,Terrain,4.00%,Fine Road,0.33%,Light Gray,0.33%,Carrot,10.00%,Sweet,30.00%,Liquid,50.00%,Severe,9.00%,Boling,5.00%,Sympathy,3.00%,164765430,https://ipfs.some.place/ipfs/QmVcpFikTscg9q8ZhSQWtLz5pR9wPZXdB99R9TrC5hRzWD
2558,139,,,Culinary,2.00%,Pumpkin Seeds,0.33%,Vibrant Yellow,0.33%,Spool,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Sympathy,3.00%,164767526,https://ipfs.some.place/ipfs/QmRKdSgFCwtLXRtbjf3LgRcSGBf5SBVRfhHM2c5yHHYqeh
490,140,,,Veneer,0.33%,Poplar,0.33%,Orange,3.67%,Beacon,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Chilled,2.00%,Pride,15.00%,164756512,https://ipfs.some.place/ipfs/QmY6BSe7p6rMdyXs8swR1MNN4b6Q9CboTM2Ft83VCrw9uh
1259,141,,,Leather,2.00%,Full Grain,0.33%,Maroons,0.33%,Drillbit,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Honesty,3.00%,164762509,https://ipfs.some.place/ipfs/QmXhjHGnHG6hHXRFpUFTMnDn6D5D3sqfNHrNjrMbCZUYpn
1563,142,,,Ice,0.33%,Frozen Lake,0.33%,Blue,1.33%,Hourglass,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%,164763500,https://ipfs.some.place/ipfs/QmSPCCxgQvhs1QGudL7rzJ9E593PHcL67gpLjdALzF828q
1821,143,,,Plaster,5.67%,Worn,0.33%,Sand,0.33%,Beacon,10.00%,Sweet,30.00%,Plasma,8.00%,Mild,40.00%,Toasty,22.00%,Loyalty,2.00%,164764228,https://ipfs.some.place/ipfs/QmSpsfiW7HUwbCX7TsC8PMHjikbZSV1VeU1ZEuXPHgAS5P
1338,144,,,Culinary,2.00%,Pumpkin Seeds,0.33%,Vibrant Yellow,0.33%,Blimp,10.00%,Sour,21.00%,Liquid,50.00%,Severe,9.00%,Ambient,41.00%,Wisdom,5.00%,164762596,https://ipfs.some.place/ipfs/QmaDFdBJnxBLe7pfrSMmCwy2ghhKzumeAzZp7EfuBbuXrL
2441,145,,,Marble,10.33%,Ziarat White,0.33%,Snow,0.33%,Edamame,10.00%,Sour,21.00%,Solid,30.00%,Mild,40.00%,Boling,5.00%,Compassion,2.00%,164766582,https://ipfs.some.place/ipfs/QmZMm386wkmpzufjBXTgPUhdhZv6nzbrBVDcz7p9y9oBUC
964,146,,,Fabric,5.00%,Plaid,0.33%,Smoke,0.33%,Spool,10.00%,Sweet,30.00%,Liquid,50.00%,Severe,9.00%,Steamy,30.00%,Loyalty,2.00%,164761613,https://ipfs.some.place/ipfs/QmS4LeLU6nwHkk1UW3EjXWF2s6BTfJdzhCauhMrqPFH9ue
2050,147,,,Paper,3.00%,Folded,0.33%,Tennis Ball,0.33%,Hourglass,10.00%,Bitter,18.00%,Condensate,10.00%,Mild,40.00%,Steamy,30.00%,Honesty,3.00%,164765355,https://ipfs.some.place/ipfs/QmSkuHp5K7Bdtvp6rpyhHWu9P9CPQBpmR6rNhHjRp7afpM
2322,148,,,Marble,10.33%,Octagon Mosaic,0.33%,Scotch Mist,0.33%,Beacon,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Chilled,2.00%,Wisdom,5.00%,164766153,https://ipfs.some.place/ipfs/QmS6FhjZSVWhRaoopV7ZLFEsT7MnKKqEjerEa7b9mYp81v
230,149,,,Culinary,2.00%,Pumpkin Seeds,0.33%,Vibrant Yellow,0.33%,Classic,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Boling,5.00%,Pride,15.00%,164753652,https://ipfs.some.place/ipfs/QmcMzjj1npy3BofFv6UdBBjuopq96HXFV6ev5j6yS3cRiN
533,150,,,Fabric,5.00%,Knit,0.33%,Cobalt Blue,0.33%,Hourglass,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Chilled,2.00%,Pride,15.00%,164756900,https://ipfs.some.place/ipfs/QmaE9aaBCmSNZeacVMxeP436PLpTmzN6bxNb1YGfP2XgZn
2400,151,,,Fabric,5.00%,Knit,0.33%,Cobalt Blue,0.33%,Beacon,10.00%,Salty,30.00%,Gas,2.00%,Mild,40.00%,Ambient,41.00%,Elegance,12.00%,164766537,https://ipfs.some.place/ipfs/Qmew1ufcURcYbBWTfr31fRkqhP1wgXiumnVS1WFCEFpYRH
2438,152,,,Leather,2.00%,Full Grain,0.33%,Maroons,0.33%,Wormhole,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Boling,5.00%,Elegance,12.00%,164766578,https://ipfs.some.place/ipfs/QmUodAzT8WbNSU9ixdc8Cp2AsQ95QUscDPTZv2BofGBHds
295,153,,,Paint,4.33%,Abstract,0.33%,Deep Green,0.33%,Hourglass,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Boling,5.00%,Sympathy,3.00%,164754224,https://ipfs.some.place/ipfs/QmcY8t7tN9rZgcokB6CtYfQM2x42WBEiACM6QkchGh5iaW
2384,154,,,Metal,7.33%,Hot Blued Steel,0.33%,Lapis,0.33%,Original,10.00%,Salty,30.00%,Solid,30.00%,Severe,9.00%,Boling,5.00%,Honesty,3.00%,164766519,https://ipfs.some.place/ipfs/QmdX3NTHUNZasc7hAnnv9dUfVYR2JJPvciFmMJB4gAX4G7
1522,155,,,Fabric,5.00%,Plaid,0.33%,Smoke,0.33%,Drillbit,10.00%,Bitter,18.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Compassion,2.00%,164763206,https://ipfs.some.place/ipfs/QmeHcWAvW8tsZSqPtDVfj83JvAY35tkvRAkR3UqMLCCN8A
1985,156,,,Flora,4.67%,Rocky,0.33%,Green & Brown,0.33%,Classic,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Loyalty,2.00%,164765063,https://ipfs.some.place/ipfs/QmXCPjAeDypeoCR2jfrCWyM6r7c1j96szqYs4oe32zRiCs
1443,157,,,Stone,2.00%,Stacked,0.33%,Beiges,0.33%,Beacon,10.00%,Salty,30.00%,Condensate,10.00%,Severe,9.00%,Ambient,41.00%,Pride,15.00%,164762894,https://ipfs.some.place/ipfs/QmPjjENhpYabUdJZwpJ1NRu6V34F6vBiJa5LqAPyGVLei3
1039,158,,,Stone,2.00%,Stacked,0.33%,Beiges,0.33%,Hourglass,10.00%,Bitter,18.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Courtesy,5.00%,164761695,https://ipfs.some.place/ipfs/QmRm8yGPQQzbKBsszNckLv2pU7dPLWUxJ2nuAKkwDikwh8
853,159,,,Flora,4.67%,Rocky,0.33%,Green & Brown,0.33%,Wormhole,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Compassion,2.00%,164761179,https://ipfs.some.place/ipfs/QmQXC3Jhr4ER14L5xmiUaXh1sKvJ5W7STixmJXhUpxYQ9g
2739,160,,,Culinary,2.00%,Noodles,0.33%,Buffs,0.33%,Drillbit,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Patience,5.00%,164768033,https://ipfs.some.place/ipfs/QmfYAVEAFAohKU4vumWhcgAWogo939XcLP2v67AWvvs6vM
2546,161,,,Ceramic,7.67%,Glazed,0.33%,Orange & White,0.33%,Blimp,10.00%,Sour,21.00%,Gas,2.00%,Mild,40.00%,Toasty,22.00%,Elegance,12.00%,164767081,https://ipfs.some.place/ipfs/QmZFtAXAcD87XNE5uTnQYHSupu6D26kWpuCwG6viZdi9bT
1476,162,,,Concrete,9.00%,Metal Edge,0.33%,Natural,0.33%,Hourglass,10.00%,Sweet,30.00%,Plasma,8.00%,Mild,40.00%,Steamy,30.00%,Compassion,2.00%,164763155,https://ipfs.some.place/ipfs/QmYno6E1JiuomAstEWJtNyax2QZqSdj47uCubEGhRnyWLh
2148,163,,,Culinary,2.00%,Noodles,0.33%,Buffs,0.33%,Carrot,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Love,5.00%,164765462,https://ipfs.some.place/ipfs/QmShDCHLVerMyhv6VrFVTkFm5SCsu9zB5PwbddDHKEsnVo
2006,164,,,Concrete,9.00%,Metal Edge,0.33%,Natural,0.33%,Wormhole,10.00%,Sour,21.00%,Condensate,10.00%,Moderate,50.00%,Toasty,22.00%,Compassion,2.00%,164765086,https://ipfs.some.place/ipfs/QmQhciMzVBcmZH12igj4v1obrWDtpJcx7mdgxHM13SVkuK
223,165,,,Leather,2.00%,Full Grain,0.33%,Maroons,0.33%,Original,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Patience,5.00%,164753538,https://ipfs.some.place/ipfs/QmWdcPHLqKURNyWwksN2KwHgKdRUdh4X6rQhXm62UHwcRp
1890,166,,,Leather,2.00%,Full Grain,0.33%,Maroons,0.33%,Classic,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Artistry,5.00%,164764624,https://ipfs.some.place/ipfs/QmVnfFJaByr6PBCP6eC6Z2kJjDgzLDPr7FQSyJDZBFPftS
1309,167,,,Mystic,0.33%,Forest,0.33%,Molasses,2.00%,Beacon,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Wisdom,5.00%,164762564,https://ipfs.some.place/ipfs/QmVLdS5KtCXkN4hZYipuQ4JwuVJHaAJeAhtuNd93ZP1mXx
690,168,,,Cork,2.67%,Natural,0.33%,Rich Tan,0.33%,Classic,10.00%,Sour,21.00%,Plasma,8.00%,Mild,40.00%,Steamy,30.00%,Wisdom,5.00%,164758870,https://ipfs.some.place/ipfs/QmZtNAEXQzAnyr9bvJSKZS86eXcnPULmU2eDXzHayPwB8G
